release.resource,release.version,table,name,collectionEvent,topics,label,format,unit,mandatory,description,exampleValues,comments,codes(TODO)
ALSPAC,1.0.0,core,e390,,,Edinburgh Post-natal Depression Score,int,,,Edinburgh Post-natal Depression Score,,,
ALSPAC,1.0.0,core,e408,,,Divorced since MID PREG,categorical,,,Since the middle of pregnancy were you divorced?,,,
ALSPAC,1.0.0,core,e417,,,Separated since MID PREG,categorical,,,Since the middle of pregnancy were you separated?,,,
ALSPAC,1.0.0,core,e520,,,Job situation of MUM,categorical,,,What is your present job situation?,,,
ALSPAC,1.0.0,core,e521,,,Job situation of PTNR,categorical,,,What is the present job situation?,,,
ALSPAC,1.0.0,core,e699,,,Weeks since delivery,continuous,week,,Age of child in weeks at completion of questionnaire,,,
ALSPAC,1.0.0,core,f380,,,Any pets,binary,,,Do you have any pets?,,,
ALSPAC,1.0.0,core,f381,,,Number of cats in houshold,continuous,,,Number of cats in houshold,,,
ALSPAC,1.0.0,core,f382,,,Number of dogs in houshold,continuous,,,Number of dogs in houshold,,,
ALSPAC,1.0.0,core,f383,,,Number of rabits in houshold,continuous,,,Number of rabits in houshold,,,
ALSPAC,1.0.0,core,f384,,,Number of rodents in houshold,continuous,,,Number of rodents in houshold,,,
ALSPAC,1.0.0,core,f440,,,No of adults in HHOLD,continuous,,,How many adults (over 18 years) live in your household (including yourself)?,,,
ALSPAC,1.0.0,core,f441,,,NO of 16-18s in HHOLD,continuous,,,How many young adults (16-18 years) live in your household (including yourself)?,,,
ALSPAC,1.0.0,core,f442,,,NO of 0-15s in HHOLD,continuous,,,"How many children (0-15 years, including your baby) live in your household?",,,
ALSPAC,1.0.0,core,f7003c,,,Age (months) at Focus @ 7 visit,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,f7006c,,,Age (months) at Focus @ 7 revisit,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,f7al001,,,Child entered Allergy session: F7,categorical,,,Whether or not child entered allergy session,,,
ALSPAC,1.0.0,core,f7al135,,,Reaction to mixed grass: allergy: F7,categorical,,,Grass allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al145,,,Reaction to DP: allergy: F7,categorical,,,Dermatophagoides Pteronyssinus allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al155,,,Reaction to cat: allergy: F7,categorical,,,Cat allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al165,,,Reaction to egg: allergy: F7,categorical,,,Egg allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al175,,,Reaction to peanut: allergy: F7,categorical,,,Peanut allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al185,,,Reaction to dog: allergy: F7,categorical,,,Dog allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al195,,,Reaction to dog: allergy: F7,categorical,,,Dog allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al205,,,Reaction to horse: allergy: F7,categorical,,,Horse allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al215,,,Reaction to mouse: allergy: F7,categorical,,,Mouse allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al225,,,Reaction to rabbit: allergy: F7,categorical,,,Rabbit allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al235,,,Reaction to Guinea pig: allergy: F7,categorical,,,Guinea pig allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al245,,,Reaction to hamster: allergy: F7,categorical,,,Hamster allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al275,,,Reaction to fish: allergy: F7,categorical,,,Fish allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al285,,,Reaction to sesame: allergy: F7,categorical,,,Sesame allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al295,,,Reaction to cashew: allergy: F7,categorical,,,Cashew allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al315,,,Reaction to walnut: allergy: F7,categorical,,,Walnut allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al325,,,Reaction to hazelnut: allergy: F7,categorical,,,Hazelnut allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al355,,,Reaction to mixed trees: allergy: F7,categorical,,,Tree allergy reacion on skin prick test,,,
ALSPAC,1.0.0,core,f7al365,,,Reaction to DF: allergy: F7,categorical,,,Dermatophagoides Pteronyssinus allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al375,,,Reaction to alt: allergy: F7,categorical,,,Alternaria allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al385,,,Reaction to clad: allergy: F7,categorical,,,Cladosporum allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al395,,,Reaction to asp: allergy: F7,categorical,,,Aspergillus allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7al425,,,Reaction to milk: allergy: F7,categorical,,,Milk allergy reaction on skin prick test,,,
ALSPAC,1.0.0,core,f7ms010,,,Height (cm): F7,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer,,,
ALSPAC,1.0.0,core,f7ms012,,,Sitting height (cm): F7,continuous,cm,,Sitting height measured using the Harpenden sitting height table anthropometer,,,
ALSPAC,1.0.0,core,f7ms014,,,Head circumference (cm): F7,continuous,cm,,Head circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms016,,,Arm circumference (cm): F7,continuous,cm,,Arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms018,,,Waist circumference (cm): F7,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms020,,,Hip circumference (cm): F7,continuous,cm,,Hip circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms022,,,Upper arm length (cm): F7,continuous,cm,,Upper arm length measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms024,,,Forearm length (cm): F7,continuous,cm,,Lower arm length measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f7ms026,,,Weight (kg): F7,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,f7sa021,,,Mean BP systolic: samples: F7,continuous,mmHg,,Mean systolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,f7sa021a,,,BP systolic 1: samples: F7,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,f7sa022,,,Mean BP diastolic: samples: F7,continuous,mmHg,,Mean diastolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,f7sa022a,,,BP diastolic 1: samples: F7,continuous,mmHg,,First measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,f7sa023,,,Mean Pulse: samples: F7,continuous,bpm,,Mean pulse rate (two measurements),,,
ALSPAC,1.0.0,core,f8003a,,,Age (days) at Focus @ 8 visit,continuous,day,,Child's age in days,,,
ALSPAC,1.0.0,core,f8003c,,,Age (months) at Focus @ 8 visit,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,f8lf020,,,Child height (cm): lung function: F8,continuous,cm,,Child's height in cm,,,
ALSPAC,1.0.0,core,f8lf021,,,Child weight (kg): lung function: F8,continuous,kg,,Weight measured without shoes,,,
ALSPAC,1.0.0,core,f8lf100,,,Forced Vital Capacity (FVC: L): lung function: F8,continuous,litre,,Pre-salbutamol FVC,,,
ALSPAC,1.0.0,core,f8lf101,,,Forced Expiratory Volume (FEV) in 1 second (L): lung function: F8,continuous,litre,,Pre-salbutamol FEV,,,
ALSPAC,1.0.0,core,f8lf104,,,Forced Expiratory Flow (FEF) 25 (L/Sec): lung function: F8,continuous,litres/second,,Pre-salbutamol FEF25,,,
ALSPAC,1.0.0,core,f8lf105,,,Forced Expiratory Flow (FEF) 50 (L/Sec): lung function: F8,continuous,litres/second,,Pre-salbutamol FEF50,,,
ALSPAC,1.0.0,core,f8lf106,,,Forced Expiratory Flow (FEF) 75 (L/Sec): lung function: F8,continuous,litres/second,,Pre-salbutamol FEF75,,,
ALSPAC,1.0.0,core,f8lf120,,,Bronchial challenge started: lung function: F8,categorical,,,Whether or not Bronchial challenge was started,,,
ALSPAC,1.0.0,core,f8lf125,,,Calculated PD20: lung function: F8,continuous,,,PD20 value,,,
ALSPAC,1.0.0,core,f8ws111,,,WISC - Performance IQ: F8,continuous,,,Weschler Intelligence Scale for Children - Performance IQ,,,
ALSPAC,1.0.0,core,f9003a,,,Age (days) at F9 visit,continuous,day,,Child's age in days,,,
ALSPAC,1.0.0,core,f9003c,,,Age (months) at F9 visit,continuous,month,,Age of the child at attendance calculated from the date of the visit and the child’s date of birth,,,
ALSPAC,1.0.0,core,f993,,,Age of child at completion in months,continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,1.0.0,core,f9dx007,,,Corrected Height (cm): F9,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer. Clearly incorrect data (children who had shrunk since previous measurement) set to missing,,,
ALSPAC,1.0.0,core,f9dx009,,,Corrected Weight (Kg): F9,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,f9dx135,,,Total Body - fat mass (g): F9,continuous,gram,,DXA total fat mass,,,
ALSPAC,1.0.0,core,f9dx136,,,Total Body - lean mass (g): F9,continuous,gram,,DXA lean fat mass,,,
ALSPAC,1.0.0,core,f9ms012,,,Sitting height (cm): F9,continuous,cm,,Sitting height measured using the Harpenden sitting height table anthropometer,,,
ALSPAC,1.0.0,core,f9ms016,,,Arm circumference (cm): F9,continuous,cm,,Arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f9ms018,,,Waist circumference (cm): F9,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f9ms020,,,Hip circumference (cm): F9,continuous,cm,,Hip circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,f9sa021,,,Mean BP systolic: samples: F9,continuous,mmHg,,Mean systolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,f9sa021a,,,BP systolic 1: samples: F9,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,f9sa022,,,Mean BP diastolic: samples: F9,continuous,mmHg,,Mean diastolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,f9sa022a,,,BP diastolic 1: samples: F9,continuous,mmHg,,First measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,f9sa023,,,Mean Pulse: samples: F9,continuous,bpm,,Mean pulse rate (two measurements),,,
ALSPAC,1.0.0,core,fd003c,,,Age of study child at completion (months),continuous,month,,"Exact age of the child in months, calculated from child date of birth and date of completing questionnaire",,,
ALSPAC,1.0.0,core,fdar110,,,A14: Left arm circumference: F10,continuous,cm,,Left arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fdar114,,,Pulse Wave Velocity (m/s): F10,continuous,metre_per_second,,Pulse Wave Veolicty measured using a high fidelity micromanometer,,,
ALSPAC,1.0.0,core,fdcm111,,,Working memory - Span score: Computer: F10,continuous,,,Working memory measured using computerised Counting Span Test,,,
ALSPAC,1.0.0,core,fdms010,,,Height (cm): F10,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer,,,
ALSPAC,1.0.0,core,fdms012,,,Sitting height (cm): F10,continuous,cm,,Sitting height measured using the Harpenden sitting height table anthropometer,,,
ALSPAC,1.0.0,core,fdms018,,,Waist circumference (cm): F10,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fdms026,,,Weight (kg): F10,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,fe003a,,,Age (days) at F11+ visit,continuous,day,,Child's age in days,,,
ALSPAC,1.0.0,core,fe003c,,,Age (months) at F11+ visit,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,fedx135,,,Total Body - fat mass (g): DXA: F11,continuous,gram,,DXA total fat mass,,,
ALSPAC,1.0.0,core,fedx136,,,Total Body - lean mass (g): DXA: F11,continuous,gram,,DXA lean fat mass,,,
ALSPAC,1.0.0,core,fems010,,,Height (cm): F11,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer,,,
ALSPAC,1.0.0,core,fems012,,,Sitting height (cm): F11,continuous,cm,,Sitting height measured using the Harpenden sitting height table anthropometer,,,
ALSPAC,1.0.0,core,fems016,,,Arm circumference (cm): F11,continuous,cm,,Arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fems018,,,Waist circumference (cm): F11,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fems020,,,Hip circumference (cm): F11,continuous,cm,,Hip circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fems026,,,Weight (kg): F11,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,fems028a,,,"Fat percentage, impedance: F11",continuous,percent,,Fat percentage from bioimpedence,,,
ALSPAC,1.0.0,core,fesa021,,,Mean BP systolic: samples F11+,continuous,mmHg,,Mean systolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,fesa021a,,,BP systolic 1: samples F11+,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,fesa022,,,Mean BP diastolic: samples F11+,continuous,mmHg,,Mean diastolic blood pressure (two measurements),,,
ALSPAC,1.0.0,core,fesa022a,,,BP diastolic 1: samples F11+,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,fesa023,,,Mean Pulse: samples F11+,continuous,bpm,,Mean pulse rate (two measurements),,,
ALSPAC,1.0.0,core,ff0011a,,,DV: Age of study child at attendance (months),continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,ff0011b,,,DV: Age of study child at attendance (weeks),continuous,week,,Child's age in weeks,,,
ALSPAC,1.0.0,core,ff2000,,,M5: Height (cms): measuring: TF1,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer,,,
ALSPAC,1.0.0,core,ff2005,,,M7: Sitting height (cms): measuring: TF1,continuous,cm,,Sitting height measured using the Harpenden sitting height table anthropometer,,,
ALSPAC,1.0.0,core,ff2010,,,M9: Arm circumference (cms): measuring: TF1,continuous,cm,,Arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,ff2020,,,M11: Waist circumference (cms): measuring: TF1,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,ff2030,,,M13: Weight (Kgs): measuring: TF1,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,ff2036,,,M16: Fat percentage (%): measuring: TF1,continuous,percent,,Fat percentage from bioimpedence,,,
ALSPAC,1.0.0,core,ff2620,,,B8: BP result 1 - systolic: activity: TF1,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,ff2621,,,B9: BP result 1 - diastolic: activity: TF1,continuous,mmHg,,First measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,ff2622,,,B10: BP result 1 - pulse: activity: TF1,continuous,bpm,,First measurement of pulse,,,
ALSPAC,1.0.0,core,ff2625,,,B11: BP result 2 - systolic: activity: TF1,continuous,mmHg,,Second measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,ff2626,,,B12: BP result 2 - diastolic: activity: TF1,continuous,mmHg,,Second measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,ff2627,,,B13: BP result 2 - pulse: activity: TF1,continuous,mmHg,,Second measurement of pulse,,,
ALSPAC,1.0.0,core,fg0011a,,,DV: Age of study child at attendance (months): TF2,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,fg0011b,,,DV: Age of study child at attendance (weeks): TF2,continuous,week,,Child's age in weeks,,,
ALSPAC,1.0.0,core,fg3100,,,M5: Height (cms): TF2,continuous,cm,,Height measured to the last complete mm using the Harpenden Stadiometer,,,
ALSPAC,1.0.0,core,fg3110,,,M9: Arm circumference (cms): TF2,continuous,cm,,Arm circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fg3120,,,M11: Waist circumference (cms): TF2,continuous,cm,,Waist circumferance measured using the Harpenden anthropometric tape,,,
ALSPAC,1.0.0,core,fg3130,,,M15: Weight (Kgs): TF2,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,fg3136,,,M17b: Fat percentage (%): TF2,continuous,percent,,Fat percentage from bioimpedence,,,
ALSPAC,1.0.0,core,fg3254,,,Total Body - fat mass (g): DXA: TF2,continuous,gram,,DXA total fat mass,,,
ALSPAC,1.0.0,core,fg3255,,,Total Body - lean mass (g): DXA: TF2,continuous,gram,,DXA lean fat mass,,,
ALSPAC,1.0.0,core,fg6120,,,B15: BP result 1 - systolic: TF2,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,fg6121,,,B16: BP result 1 - diastolic: TF2,continuous,mmHg,,First measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,fg6122,,,B17: BP result 1 - pulse: TF2,continuous,bpm,,First measurement of pulse,,,
ALSPAC,1.0.0,core,fg6125,,,B18: BP result 2 - systolic: TF2,continuous,mmHg,,Second measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,fg6126,,,B19: BP result 2 - diastolic: TF2,continuous,mmHg,,Second measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,fg6127,,,B20: BP result 2 - pulse: TF2,continuous,bpm,,Second measurement of pulse,,,
ALSPAC,1.0.0,core,fh0011a,,,DV: Age of study child at attendance (months): TF3,continuous,month,,Child's age in months,,,
ALSPAC,1.0.0,core,fh0011b,,,DV: Age of study child at attendance (weeks): TF3,continuous,week,,Child's age in weeks,,,
ALSPAC,1.0.0,core,fh2030,,,AC18: BP result 1 - systolic: TF3,continuous,mmHg,,First measurement of systolic blood pressure,,,
ALSPAC,1.0.0,core,fh2031,,,AC19: BP result 1 - diastolic: TF3,continuous,mmHg,,First measurement of diastolic blood pressure,,,
ALSPAC,1.0.0,core,fh2032,,,AC20: BP result 1 - pulse: TF3,continuous,bpm,,First measure of pulse,,,
ALSPAC,1.0.0,core,fh2035,,,AC21: BP result 2 - systolic: TF3,continuous,mmHg,,Second measure of systolic blood pressure,,,
ALSPAC,1.0.0,core,fh2036,,,AC22: BP result 2 - diastolic: TF3,continuous,mmHg,,Second measure of diastolic blood pressure,,,
ALSPAC,1.0.0,core,fh2037,,,AC23: BP result 2 - pulse: TF3,continuous,bpm,,Second measure of pulse,,,
ALSPAC,1.0.0,core,fh2254,,,Total - fat mass (g): DXA: TF3,continuous,gram,,DXA total fat mass,,,
ALSPAC,1.0.0,core,fh2255,,,Total - lean mass (g): DXA: TF3,continuous,gram,,DXA lean fat mass,,,
ALSPAC,1.0.0,core,fh3000,,,M5: Height (cms): TF3,continuous,cm,,Child's height in cm,,,
ALSPAC,1.0.0,core,fh3010,,,M15: Weight (Kgs): TF3,continuous,kg,,Weight measured using the Tanita Body Fat Analyser (Model TBF 305),,,
ALSPAC,1.0.0,core,fh3016,,,M17b: Fat percentage (%): TF3,continuous,percent,,Fat percentage from bioimpedence,,,
ALSPAC,1.0.0,core,fh4000,,,M7: Head circumference (cms): TF3,continuous,cm,,Head circumferance,,,
